IDUNSPSC,descripcion_esp,descripcion_regional
40161602,Limpiadores de aire,Purificación
40161603,Máquinas limpiadoras de tubos y tuberías,Purificación
40161604,Regenerador de aceite,Purificación
40161605,Torre desodorizante,Purificación
40161606,Generador de ozono para limpiar el aire,Purificación
40161607,Sistema para desulfurar el gas de combustión,Purificación
40161608,Esterilizador de aire,Purificación
40161701,Centrífugas,Separadores
40161702,Lavador húmedo,Separadores
40161703,Eliminadores de niebla,Separadores
40161704,Hidrociclones,Separadores
40161705,Tamiz separador de partículas líquidas,Separadores
40161801,Medios de textiles metálicos,Medios de filtrado
40161802,Fieltros prensados,Medios de filtrado
40161803,Papeles filtrantes,Medios de filtrado
40161804,Ayudas filtrantes,Medios de filtrado
40161805,Paño filtrante,Medios de filtrado
40161806,Malla filtrante,Medios de filtrado
40161807,Elemento (dispositivo poroso) filtrante,Medios de filtrado
40161808,Medio biológico filtrante,Medios de filtrado
40161809,Cartucho filtrante,Medios de filtrado
40171501,Tubo de acero al carbono soldado para uso comercial,Tubos y tuberías comerciales
40171502,Tubo de acero al carbono sin uniones para uso comercial,Tubos y tuberías comerciales
40171503,Tubo de hierro dúctil para uso comercial,Tubos y tuberías comerciales
40171504,Tubo de aleación de alto níquel para uso comercial,Tubos y tuberías comerciales
40171506,Tubo de aleación ferrosa para uso comercial,Tubos y tuberías comerciales
40171508,Tubo de latón para uso comercial,Tubos y tuberías comerciales
40171509,Tubo de bronce para uso comercial,Tubos y tuberías comerciales
40171510,Tubo de concreto para uso comercial,Tubos y tuberías comerciales
40171511,Tubo de cobre para uso comercial,Tubos y tuberías comerciales
40171513,Concentrador de tubo de hierro forjado ensamblado para uso comercial,Tubos y tuberías comerciales
40171515,Tubo de magnesio para uso comercial,Tubos y tuberías comerciales
40171516,Tubo no ferroso para uso comercial,Tubos y tuberías comerciales
40171518,Tubo cpvc para uso comercial,Tubos y tuberías comerciales
40171519,Tubo abs para uso comercial,Tubos y tuberías comerciales
40171520,Tubo hdpe para uso comercial,Tubos y tuberías comerciales
40171521,Tubo de acero inoxidable soldado para uso comercial,Tubos y tuberías comerciales
40171522,Tubo de acero inoxidable sin uniones para uso comercial,Tubos y tuberías comerciales
40171523,Tubo de latón para uso comercial,Tubos y tuberías comerciales
40171524,Tubo de titanio para uso comercial,Tubos y tuberías comerciales
40171525,Tubo de zinc para uso comercial,Tubos y tuberías comerciales
40171526,Tubo de vidrio para uso comercial,Tubos y tuberías comerciales
40171601,Tubo de acero al carbono soldado para uso industrial,Tubos y tuberías industriales
40171602,Tubo de acero al carbono sin uniones para uso industrial,Tubos y tuberías industriales
40171603,Tubo de hierro dúctil para uso industrial,Tubos y tuberías industriales
40171604,Tubo de aleación de alto níquel para uso industrial,Tubos y tuberías industriales
40171605,Tubo de acero de alto rendimiento para uso industrial,Tubos y tuberías industriales
40171606,Tubo de aleación ferrosa para uso industrial,Tubos y tuberías industriales
40171607,Tubo de aluminio para uso industrial,Tubos y tuberías industriales
40171608,Tubo de latón para uso industrial,Tubos y tuberías industriales
40171609,Tubo de bronce para uso industrial,Tubos y tuberías industriales
40171610,Tubo de concreto para uso industrial,Tubos y tuberías industriales
40171611,Tubo de cobre para uso industrial,Tubos y tuberías industriales
40171612,Tubo de hierro forjado para uso industrial ,Tubos y tuberías industriales
40171613,Concentrador de tubo de hierro forjado ensamblado para uso industrial,Tubos y tuberías industriales
40171614,Tubo de plomo para uso industrial,Tubos y tuberías industriales
40171615,Tubo de magnesio para uso industrial,Tubos y tuberías industriales
40171616,Tubo no ferroso para uso industrial,Tubos y tuberías industriales
40171617,Tubo pvc para uso industrial,Tubos y tuberías industriales
40171618,Tubo cpvc para uso industrial,Tubos y tuberías industriales
40171619,Tubo abs para uso industrial,Tubos y tuberías industriales
40171620,Tubo hdpe para uso industrial,Tubos y tuberías industriales
40171621,Tubo de acero inoxidable soldado para uso industrial,Tubos y tuberías industriales
40171622,Tubo de acero inoxidable sin uniones para uso industrial,Tubos y tuberías industriales
40171623,Tubo de latón para uso industrial,Tubos y tuberías industriales
40171624,Tubo de titanio para uso industrial,Tubos y tuberías industriales
40171625,Tubo de zinc para uso industrial,Tubos y tuberías industriales
40171626,Tubo de vidrio para uso industrial,Tubos y tuberías industriales
40171701,Adaptador de tubo de latón,Adaptadores de tubos
40171702,Adaptador de tubo de acero al carbono,Adaptadores de tubos
40171703,Adaptador de tubo de hierro forjado,Adaptadores de tubos
40171704,Adaptador de tubo de hierro dúctil,Adaptadores de tubos
40171705,Adaptador de tubo de acero forjado,Adaptadores de tubos
40171706,Adaptador de tubo de hierro maleable,Adaptadores de tubos
40171707,Adaptador de tubo de acero inoxidable,Adaptadores de tubos
40171709,Adaptador de tubo plástico cpvc,Adaptadores de tubos
40171710,Adaptador de tubo plástico abs,Adaptadores de tubos
40171711,Adaptador de tubo plástico hdpe,Adaptadores de tubos
40171801,Anillo frontal de ángulo de tubo de acero al carbono,Anillos frontales de ángulos de tubos
40171802,Anillo frontal de ángulo de tubo de acero forjado,Anillos frontales de ángulos de tubos
40171803,Anillo frontal de ángulo de tubo de acero inoxidable,Anillos frontales de ángulos de tubos
40171901,Brida de respaldo para tubos de acero al carbono,Bridas de respaldo para tubos
40171902,Brida de respaldo para tubos de acero forjado,Bridas de respaldo para tubos
40171903,Brida de respaldo para tubos de acero inoxidable,Bridas de respaldo para tubos
40171904,Brida de respaldo para tubos de hierro dúctil,Bridas de respaldo para tubos
40171905,Brida de respaldo para tubos de cobre,Bridas de respaldo para tubos
40172001,Deflectores para tubos de latón,Deflectores para tubos
40172002,Deflectores para tubos de hierro dúctil,Deflectores para tubos
40172003,Deflectores para tubos de acero forjado,Deflectores para tubos
40172004,Deflectores para tubos de acero inoxidable,Deflectores para tubos
40172005,Deflectores para tubos de plástico pvc,Deflectores para tubos
40172006,Deflectores para tubos de plástico cpvc,Deflectores para tubos
40172007,Deflectores para tubos de plástico abs,Deflectores para tubos
40172008,Deflectores para tubos de plástico hdpe,Deflectores para tubos
40172101,Codos para tubos de hierro forjado,Codos para tubos
40172102,Codos para tubos de hierro maleable,Codos para tubos
40172103,Codos para tubos de cobre,Codos para tubos
40172201,Bridas ciegas para tubos de acero al carbono ,Bridas ciegas para tubos
40172202,Bridas ciegas para tubos de hierro forjado,Bridas ciegas para tubos
40172203,Bridas ciegas para tubos de hierro dúctil,Bridas ciegas para tubos
40172204,Bridas ciegas para tubos de acero forjado,Bridas ciegas para tubos
40172205,Bridas ciegas para tubos de acero inoxidable,Bridas ciegas para tubos
40172206,Bridas ciegas para tubos de cobre,Bridas ciegas para tubos
40172301,Casquillos para tubos de latón,Casquillos para tubos
40172302,Casquillos para tubos de acero al carbono,Casquillos para tubos
40172303,Casquillos para tubos de hierro forjado,Casquillos para tubos
40172304,Casquillos para tubos de hierro dúctil,Casquillos para tubos
40172305,Casquillos para tubos de acero forjado,Casquillos para tubos
40172306,Casquillos para tubos de hierro maleable,Casquillos para tubos
40172307,Casquillos para tubos de acero inoxidable,Casquillos para tubos
40172308,Casquillos para tubos de plástico pvc,Casquillos para tubos
40172309,Casquillos para tubos de plástico cpvc,Casquillos para tubos
40172310,Casquillos para tubos de plástico abs,Casquillos para tubos
40172311,Casquillos para tubos de plástico hdpe,Casquillos para tubos
40172312,Casquillos para tubos de cobre,Casquillos para tubos
40172313,Casquillos para tubos de caucho,Casquillos para tubos
40172401,Tapa de tubo de latón,Tapas para tubos
40172402,Tapa de tubo de acero al carbono,Tapas para tubos
40172403,Tapa de tubo de hierro forjado,Tapas para tubos
40172404,Tapa de tubo de hierro dúctil,Tapas para tubos
40172405,Tapa de tubo de acero forjado,Tapas para tubos
40172406,Tapa de tubo de hierro maleable,Tapas para tubos
40172407,Tapa de tubo de acero inoxidable,Tapas para tubos
40172409,Tapa de tubo de plástico cpvc,Tapas para tubos
40172410,Tapa de tubo de plástico abs,Tapas para tubos
40172411,Tapa de tubo de plástico hdpe,Tapas para tubos
40172412,Tapa de tubo de cobre,Tapas para tubos
40172413,Tapa de tubo de caucho,Tapas para tubos
40172501,Conector de tubo de latón,Conectores de tubos
40172502,Conector de tubo de acero al carbono,Conectores de tubos
40172503,Conector de tubo de hierro forjado,Conectores de tubos
40172504,Conector de tubo de hierro dúctil,Conectores de tubos
40172505,Conector de tubo de acero forjado,Conectores de tubos
40172506,Conector de tubo de hierro maleable,Conectores de tubos
40172509,Conector de tubo de plástico cpvc,Conectores de tubos
40172510,Conector de tubo de plástico abs,Conectores de tubos
40172511,Conector de tubo de plástico hdpe,Conectores de tubos
40172512,Conector de tubo de plástico vidrio reforzado termoestable,Conectores de tubos
40172513,Conector de tubo flexible,Conectores de tubos
40172514,Conector de tubo pre aislado,Conectores de tubos
40172515,Conector de tubo de poli butileno,Conectores de tubos
40172516,Conector de tubo de polietileno,Conectores de tubos
40172517,Conector de tubo de polipropileno,Conectores de tubos
40172518,Conector de tubo de acero revestido,Conectores de tubos
40172519,Conector de tubo de aleación de aluminio y de aluminio,Conectores de tubos
40172520,Conector de tubo de clorhidrato de polivinilo rígido ,Conectores de tubos
40172521,Conector de tubo de cobre y de aleación de cobre,Conectores de tubos
40172522,Uniones de tubo flexible,Conectores de tubos
40172601,Acoples de tubos de latón ,Acoples de tubos
40172602,Acoples de tubos de acero al carbono,Acoples de tubos
40172603,Acoples de tubos de hierro forjado,Acoples de tubos
40172604,Acoples de tubos de hierro dúctil,Acoples de tubos
40172605,Acoples de tubos de acero forjado,Acoples de tubos
40172606,Acoples de tubos de hierro maleable,Acoples de tubos
40172607,Acoples de tubos de acero inoxidable,Acoples de tubos
40172609,Acoples de tubos de plástico cpvc,Acoples de tubos
40172610,Acoples de tubos abs,Acoples de tubos
40172611,Acoples de tubos de plástico hdpe,Acoples de tubos
40172612,Acoples de tubos de cobre,Acoples de tubos
40172701,Cruces de tubos de latón,Cruces de tubos
40172702,Cruces de tubos de acero al carbono,Cruces de tubos
40172703,Cruces de tubos de hierro forjado,Cruces de tubos
40172704,Cruces de tubos de hierro dúctil,Cruces de tubos
40172705,Cruces de tubos de acero forjado,Cruces de tubos
40172706,Cruces de tubos de hierro maleable,Cruces de tubos
40172707,Cruces de tubos de acero inoxidable,Cruces de tubos
40172709,Cruces de tubos de plástico cpvc,Cruces de tubos
40172710,Cruces de tubos de plástico abs,Cruces de tubos
40172711,Cruces de tubos de plástico hdpe,Cruces de tubos
40172712,Cruces de tubos de cobre,Cruces de tubos
40172801,Codos para tubos de latón,Codos de tubos
40172802,Codos para tubos de acero al carbono,Codos de tubos
40172803,Codos para tubos de hierro forjado,Codos de tubos
40172804,Codos para tubos de hierro dúctil,Codos de tubos
40172805,Codos para tubos de acero forjado,Codos de tubos
40172806,Codos para tubos de hierro maleable,Codos de tubos
40172807,Codos para tubos de acero inoxidable,Codos de tubos
40172809,Codos para tubos de plástico cpvc,Codos de tubos
40172810,Codos para tubos de plástico abs,Codos de tubos
40172811,Codos para tubos de plástico hdpe,Codos de tubos
40172812,Codos para tubos de cobre,Codos de tubos
40172901,Uniones de extensión para tubos de acero al carbono,Uniones de extensión de tubos
40172902,Uniones de extensión para tubos de hierro forjado,Uniones de extensión de tubos
40172903,Uniones de extensión para tubos de hierro dúctil,Uniones de extensión de tubos
40172904,Uniones de extensión para tubos de acero forjado,Uniones de extensión de tubos
40172905,Uniones de extensión para tubos de acero inoxidable,Uniones de extensión de tubos
40172907,Uniones de extensión para tubos de plástico cpvc,Uniones de extensión de tubos
40172908,Uniones de extensión para tubos de plástico abs,Uniones de extensión de tubos
40172909,Uniones de extensión para tubos de plástico hdpe,Uniones de extensión de tubos
40172910,Uniones de extensión para tubos de caucho,Uniones de extensión de tubos
40172911,Uniones de extensión para tubos de cobre,Uniones de extensión de tubos
40173001,Semiacoplamientos para tubos de latón ,Semiacoplamientos de tubería
40173002,Semiacoplamientos para tubos de acero al carbono,Semiacoplamientos de tubería
40173003,Semiacoplamientos para tubos de acero forjado,Semiacoplamientos de tubería
40173004,Semiacoplamientos para tubos de hierro maleable,Semiacoplamientos de tubería
40173005,Semiacoplamientos para tubos de acero inoxidable,Semiacoplamientos de tubería
40173006,Semiacoplamientos para tubos de plástico pvc,Semiacoplamientos de tubería
40173007,Semiacoplamientos para tubos de plástico cpvc,Semiacoplamientos de tubería
40173008,Semiacoplamientos para tubos de plástico abs,Semiacoplamientos de tubería
40173009,Semiacoplamientos para tubos de plástico hdpe,Semiacoplamientos de tubería
40173101,Brida de junta de empalme para tubos de acero al carbono ,Brida de junta de empalme para tubos
40173102,Brida de junta de empalme para tubos de acero forjado,Brida de junta de empalme para tubos
40173103,Brida de junta de empalme para tubos de acero inoxidable,Brida de junta de empalme para tubos
40173104,Brida de junta de empalme para tubos de cobre,Brida de junta de empalme para tubos
40173201,Bridas cuello largas para soldar para tubos de acero al carbono  ,Bridas cuello largas para soldar
40173202,Bridas cuello largas para soldar para tubos de acero forjado,Bridas cuello largas para soldar
40173203,Bridas cuello largas para soldar para tubos de acero inoxidable,Bridas cuello largas para soldar
40173301,Boquillas para tubos de latón ,Boquillas de tubos
40173302,Boquillas para tubos de acero al carbono,Boquillas de tubos
40173303,Boquillas para tubos de acero inoxidable,Boquillas de tubos
40173305,Boquillas para tubos de plástico cpvc,Boquillas de tubos
40173306,Boquillas para tubos de plástico abs,Boquillas de tubos
40173307,Boquillas para tubos de plástico hdpe,Boquillas de tubos
40173401,Bridas de plato para tubos de latón ,Bridas de plato
40173402,Bridas de plato para tubos de acero al carbono,Bridas de plato
40173403,Bridas de plato para tubos de hierro forjado,Bridas de plato
40173404,Bridas de plato para tubos de hierro dúctil,Bridas de plato
40173405,Bridas de plato para tubos de hierro maleable,Bridas de plato
40173406,Bridas de plato para tubos de acero inoxidable,Bridas de plato
40173407,Bridas de plato para tubos de plástico abs,Bridas de plato
40173408,Bridas de plato para tubos de plástico pvc,Bridas de plato
40173409,Bridas de plato para tubos de cobre,Bridas de plato
40173501,Tapones para tubos de latón ,Tapones para tubos
40173502,Tapones para tubos de acero al carbono,Tapones para tubos
40173503,Tapones para tubos de hierro forjado,Tapones para tubos
40173505,Tapones para tubos de acero forjado,Tapones para tubos
40173506,Tapones para tubos de hierro maleable,Tapones para tubos
40173507,Tapones para tubos de acero inoxidable,Tapones para tubos
40173508,Tapones para tubos de plástico pvc,Tapones para tubos
40173509,Tapones para tubos de plástico cpvc,Tapones para tubos
40173510,Tapones para tubos de plástico abs,Tapones para tubos
40173511,Tapones para tubos de plástico hdpe,Tapones para tubos
40173512,Tapones para tubos de cobre,Tapones para tubos
40173513,Tapones para tubos de caucho,Tapones para tubos
40173601,Acoplamiento reductor para tubos de latón ,Acoplamientos reductores para tubos
40173602,Acoplamiento reductor para tubos de acero al carbono,Acoplamientos reductores para tubos
40173603,Acoplamiento reductor para tubos de hierro forjado,Acoplamientos reductores para tubos
40173604,Acoplamiento reductor para tubos de hierro dúctil,Acoplamientos reductores para tubos
40173605,Acoplamiento reductor para tubos de acero forjado,Acoplamientos reductores para tubos
40173606,Acoplamiento reductor para tubos de hierro maleable,Acoplamientos reductores para tubos
40173607,Acoplamiento reductor para tubos de acero inoxidable,Acoplamientos reductores para tubos
40173608,Acoplamiento reductor para tubos de plástico pvc,Acoplamientos reductores para tubos
40173609,Acoplamiento reductor para tubos de plástico cpvc,Acoplamientos reductores para tubos
40173610,Acoplamiento reductor para tubos de plástico abs,Acoplamientos reductores para tubos
40173611,Acoplamiento reductor para tubos de plástico hdpe,Acoplamientos reductores para tubos
40173612,Acoplamiento reductor para tubos de caucho,Acoplamientos reductores para tubos
40173613,Acoplamiento reductor para tubos de cobre,Acoplamientos reductores para tubos
40173701,Brida reductora para tubos de latón ,Bridas reductoras para tubos 
40173702,Brida reductora para tubos de hierro forjado,Bridas reductoras para tubos 
40173703,Brida reductora para tubos de hierro dúctil,Bridas reductoras para tubos 
40173704,Brida reductora para tubos de acero forjado,Bridas reductoras para tubos 
40173705,Brida reductora para tubos de hierro maleable,Bridas reductoras para tubos 
40173706,Brida reductora para tubos de acero inoxidable,Bridas reductoras para tubos 
40173707,Brida reductora para tubos de plástico pvc,Bridas reductoras para tubos 
40173708,Brida reductora para tubos de plástico cpvc,Bridas reductoras para tubos 
40173709,Brida reductora para tubos de plástico abs,Bridas reductoras para tubos 
40173710,Brida reductora para tubos de plástico hdpe,Bridas reductoras para tubos 
40173711,Brida reductora para tubos de cobre,Bridas reductoras para tubos 
40173801,Abrazadera de reparación para tubos de hierro forjado,Abrazaderas de reparación para tubos
40173802,Abrazadera de reparación para tubos de hierro dúctil,Abrazaderas de reparación para tubos
40173803,Abrazadera de reparación para tubos de acero forjado,Abrazaderas de reparación para tubos
40173804,Abrazadera de reparación para tubos de acero inoxidable,Abrazaderas de reparación para tubos
40173805,Abrazadera de reparación para tubos de plástico pvc,Abrazaderas de reparación para tubos
40173806,Abrazadera de reparación para tubos de plástico cpvc,Abrazaderas de reparación para tubos
40173807,Abrazadera de reparación para tubos de plástico abs,Abrazaderas de reparación para tubos
40173808,Abrazadera de reparación para tubos de plástico hdpe,Abrazaderas de reparación para tubos
40173901,Disco de ruptura para tubos de acero al carbono ,Disco de ruptura para tubos
40173902,Disco de ruptura para tubos de hierro forjado,Disco de ruptura para tubos
40173903,Disco de ruptura para tubos de hierro dúctil,Disco de ruptura para tubos
40173904,Disco de ruptura para tubos de acero forjado,Disco de ruptura para tubos
40173905,Disco de ruptura para tubos de hierro maleable,Disco de ruptura para tubos
40173906,Disco de ruptura para tubos de acero inoxidable,Disco de ruptura para tubos
40173907,Disco de ruptura para tubos de plástico pvc,Disco de ruptura para tubos
40173908,Disco de ruptura para tubos de plástico cpvc,Disco de ruptura para tubos
40173909,Disco de ruptura para tubos de plástico abs,Disco de ruptura para tubos
40173910,Disco de ruptura para tubos de plástico hdpe,Disco de ruptura para tubos
40174001,Brida deslizante para tubos de latón ,Brida deslizante para tubos
40174002,Brida deslizante para tubos de acero al carbono,Brida deslizante para tubos
40174003,Brida deslizante para tubos de hierro forjado,Brida deslizante para tubos
40174004,Brida deslizante para tubos de hierro dúctil,Brida deslizante para tubos
40174005,Brida deslizante para tubos de acero forjado,Brida deslizante para tubos
40174006,Brida deslizante para tubos de acero inoxidable,Brida deslizante para tubos
40174007,Brida deslizante para tubos de cobre,Brida deslizante para tubos
40174101,Brida encajada por soldadura para tubos de acero al carbono ,Brida encajada por soldadura para tubos 
40174102,Brida encajada por soldadura para tubos de acero forjado,Brida encajada por soldadura para tubos 
40174103,Brida encajada por soldadura para tubos de acero inoxidable,Brida encajada por soldadura para tubos 
40174104,Brida encajada por soldadura para tubos de plástico pvc,Brida encajada por soldadura para tubos 
40174105,Brida encajada por soldadura para tubos de plástico cpvc,Brida encajada por soldadura para tubos 
40174106,Brida encajada por soldadura para tubos de plástico abs,Brida encajada por soldadura para tubos 
40174107,Brida encajada por soldadura para tubos de plástico hdpe,Brida encajada por soldadura para tubos 
40174108,Brida encajada por soldadura para tubos de cobre,Brida encajada por soldadura para tubos 
40174201,Sockolet para tubos de acero al carbono ,Sockolets para tubos
40174202,Sockolet para tubos de acero forjado,Sockolets para tubos
40174203,Sockolet para tubos de acero inoxidable,Sockolets para tubos
40174301,Espaciador para tubos de latón ,Espaciadores para tubos
40174302,Espaciador para tubos de acero al carbono,Espaciadores para tubos
40174303,Espaciador para tubos de hierro forjado,Espaciadores para tubos
40174304,Espaciador para tubos de hierro dúctil,Espaciadores para tubos
40174305,Espaciador para tubos de acero forjado,Espaciadores para tubos
40174306,Espaciador para tubos de acero inoxidable,Espaciadores para tubos
40174307,Espaciador para tubos de plástico pvc  ,Espaciadores para tubos
40174308,Espaciador para tubos de plástico cpvc,Espaciadores para tubos
40174309,Espaciador para tubos de plástico abs,Espaciadores para tubos
40174310,Espaciador para tubos de plástico hdpe,Espaciadores para tubos
40174401,Bridas ciegas para tubos de acero al carbono ,Bridas ciegas para tubos
40174402,Bridas ciegas para tubos de acero forjado,Bridas ciegas para tubos
40174403,Bridas ciegas para tubos de acero forjado,Bridas ciegas para tubos
40174501,Pivotes o uniones rotativas para tubos de latón,Pivotes o uniones rotativas para tubos
40174502,Pivotes o uniones rotativas para tubos de plástico pvc,Pivotes o uniones rotativas para tubos
40174503,Pivotes o uniones rotativas para tubos de plástico cpvc,Pivotes o uniones rotativas para tubos
40174504,Pivotes o uniones rotativas para tubos de plástico abs,Pivotes o uniones rotativas para tubos
40174505,Pivotes o uniones rotativas para tubos de plástico hdpe,Pivotes o uniones rotativas para tubos
40174506,Pivotes o uniones rotativas para tubos de cobre,Pivotes o uniones rotativas para tubos
40174601,T para tubos de latón,T para tubos
40174602,T para tubos de acero al carbono,T para tubos
40174603,T para tubos de hierro forjado,T para tubos
40174604,T para tubos de hierro dúctil,T para tubos
40174605,T para tubos de acero forjado,T para tubos
40174606,T para tubos de hierro maleable,T para tubos
40174607,T para tubos de acero inoxidable,T para tubos
40174609,T para tubos de plástico cpvc,T para tubos
40174610,T para tubos de plástico abs,T para tubos
40174611,T para tubos de plástico hdpe,T para tubos
40174612,T para tubos de cobre,T para tubos
40174701,Brida roscada para tubos de latón,Brida roscada para tubos
40174702,Brida roscada para tubos de acero al carbono,Brida roscada para tubos
40174703,Brida roscada para tubos de hierro forjado,Brida roscada para tubos
40174704,Brida roscada para tubos de hierro dúctil,Brida roscada para tubos
40174705,Brida roscada para tubos de acero forjado,Brida roscada para tubos
40174706,Brida roscada para tubos de hierro maleable,Brida roscada para tubos
40174707,Brida roscada para tubos de acero inoxidable,Brida roscada para tubos
40174708,Brida roscada para tubos de plástico pvc,Brida roscada para tubos
40174709,Brida roscada para tubos de plástico cpvc,Brida roscada para tubos
40174710,Brida roscada para tubos de plástico abs,Brida roscada para tubos
40174711,Brida roscada para tubos de plástico hdpe,Brida roscada para tubos
40174801,Bridas de inodoro para tubos de acero al carbono ,Bridas de inodoro para tubos
40174802,Bridas de inodoro para tubos de hierro forjado,Bridas de inodoro para tubos
40174803,Bridas de inodoro para tubos de plástico pvc,Bridas de inodoro para tubos
40174804,Bridas de inodoro para tubos de plástico cpvc,Bridas de inodoro para tubos
40174805,Bridas de inodoro para tubos de plástico abs,Bridas de inodoro para tubos
40174806,Bridas de inodoro para tubos de plástico hdpe,Bridas de inodoro para tubos
40174807,Bridas de inodoro para tubos de latón,Bridas de inodoro para tubos
40174808,Bridas de inodoro para tubos de cobre,Bridas de inodoro para tubos
40174901,Uniones para tubos de latón,Uniones para tubos
40174902,Uniones para tubos de acero al carbono,Uniones para tubos
40174903,Uniones para tubos de hierro forjado,Uniones para tubos
40174904,Uniones para tubos de hierro dúctil,Uniones para tubos
40174905,Uniones para tubos de acero forjado,Uniones para tubos
40174906,Uniones para tubos de hierro maleable,Uniones para tubos
40174909,Uniones para tubos de plástico cpvc,Uniones para tubos
40174910,Uniones para tubos de plástico abs,Uniones para tubos
40174911,Uniones para tubos de plástico hdpe,Uniones para tubos
40174912,Uniones para tubos de cobre,Uniones para tubos
40175001,Bridas cuello para tubos de acero al carbono ,Bridas cuello para tubos
40175002,Bridas cuello para tubos de acero forjado,Bridas cuello para tubos
40175003,Bridas cuello para tubos de acero inoxidable,Bridas cuello para tubos
40175101,Brida encajada por soldadura para tubos de acero al carbono,Brida encajada por soldadura
40175102,Brida encajada por soldadura para tubos de acero forjado,Brida encajada por soldadura
40175103,Brida encajada por soldadura para tubos de acero inoxidable,Brida encajada por soldadura
40175201,Y de conexión para tubos de latón,Y de conexión para tubos
40175202,Y de conexión para tubos de acero al carbono,Y de conexión para tubos
40175203,Y de conexión para tubos de hierro forjado,Y de conexión para tubos
40175204,Y de conexión para tubos de hierro dúctil,Y de conexión para tubos
40175205,Y de conexión para tubos de acero forjado,Y de conexión para tubos
40175206,Y de conexión para tubos de hierro maleable,Y de conexión para tubos
40175207,Y de conexión para tubos de acero inoxidable,Y de conexión para tubos
40175208,Y de conexión para tubos de plástico pvc,Y de conexión para tubos
40175209,Y de conexión para tubos de plástico cpvc,Y de conexión para tubos
40175210,Y de conexión para tubos de plástico abs,Y de conexión para tubos
40175211,Y de conexión para tubos de plástico hdpe,Y de conexión para tubos
40175212,Y de conexión para tubos de cobre,Y de conexión para tubos
40175301,Bridas de amoniaco,Accesorios y bridas especializados para tubos
40175302,Bridas de orificio,Accesorios y bridas especializados para tubos
40175303,Salidas para ramas de tubería,Accesorios y bridas especializados para tubos
40175304,Cajas de conexión de tubos,Accesorios y bridas especializados para tubos
40175305,Insertos de tubos,Accesorios y bridas especializados para tubos
40175306,Laterales de tubos,Accesorios y bridas especializados para tubos
40175307,Sillas de tubos,Accesorios y bridas especializados para tubos
40175308,Remates de secciones de tuberías,Accesorios y bridas especializados para tubos
40175309,Bridas de paleta para tubos,Accesorios y bridas especializados para tubos
40181501,Tubo doblado de cobre soldado,Tubos de cobre soldados
40181502,Tubo perforado de cobre soldado,Tubos de cobre soldados
40181503,Tubo de remate final de cobre soldado,Tubos de cobre soldados
40181504,Tubo multipuerto de cobre soldado,Tubos de cobre soldados
40181505,Tubo biselado de cobre soldado,Tubos de cobre soldados
40181506,Ensamblaje de tubos de cobre soldado,Tubos de cobre soldados
40181601,Tubo doblado de latón soldada,Tubos de latón soldados
40181602,Tubo perforado de latón soldada,Tubos de latón soldados
40181603,Tubo de remate final de latón soldada,Tubos de latón soldados
40181604,Tubo multipuerto de latón soldada,Tubos de latón soldados
40181605,Tubo biselado de latón soldada,Tubos de latón soldados
40181606,Ensamblaje de tubos de latón soldada ,Tubos de latón soldados
40181701,Tubo doblado de aluminio soldado,Tubos de aluminio soldados
40181702,Tubo perforado de aluminio soldado,Tubos de aluminio soldados
40181703,Tubo de remate final de aluminio soldado,Tubos de aluminio soldados
40181704,Tubo multipuerto de aluminio soldado,Tubos de aluminio soldados
40181705,Tubo biselado de aluminio soldado,Tubos de aluminio soldados
40181706,Ensamblaje de tubos de aluminio soldado ,Tubos de aluminio soldados
40181801,Tubo doblado de acero soldado,Tubos de acero soldados
40181802,Tubo perforado de acero soldado,Tubos de acero soldados
40181803,Tubo de remate final de acero soldado,Tubos de acero soldados
40181804,Tubo multipuerto de acero soldado,Tubos de acero soldados
40181805,Tubo biselado de acero soldado,Tubos de acero soldados
40181806,Ensamblaje de tubos de acero soldado ,Tubos de acero soldados
40181901,Tubo doblado de acero inoxidable soldado,Tubos de acero inoxidable soldados
40181902,Tubo perforado de acero inoxidable soldado,Tubos de acero inoxidable soldados
40181903,Tubo de remate final de acero inoxidable soldado,Tubos de acero inoxidable soldados
40181904,Tubo multipuerto de acero inoxidable soldado,Tubos de acero inoxidable soldados
40181905,Tubo biselado de acero inoxidable soldado,Tubos de acero inoxidable soldados
40181906,Ensamblaje de tubos de acero inoxidable soldado ,Tubos de acero inoxidable soldados
40182001,Tubo doblado de cobre sin uniones,Tubos de cobre sin uniones
40182002,Tubo perforado de cobre sin uniones,Tubos de cobre sin uniones
40182003,Tubo de remate final de cobre sin uniones,Tubos de cobre sin uniones
40182004,Tubo multipuerto de cobre sin uniones,Tubos de cobre sin uniones
40182005,Tubo biselado de cobre sin uniones,Tubos de cobre sin uniones
40182006,Ensamblaje de tubos de cobre sin uniones ,Tubos de cobre sin uniones
40182101,Tubo doblado de latón sin uniones,Tubos de latón sin uniones
40182102,Tubo perforado de latón sin uniones,Tubos de latón sin uniones
40182103,Tubo de remate final de latón sin uniones,Tubos de latón sin uniones
40182104,Tubo multipuerto de latón sin uniones,Tubos de latón sin uniones
40182105,Tubo biselado de latón sin uniones,Tubos de latón sin uniones
40182106,Ensamblaje de tubos de latón sin uniones ,Tubos de latón sin uniones
40182201,Tubo doblado de aluminio sin uniones,Tubos de aluminio sin uniones
40182202,Tubo perforado de aluminio sin uniones,Tubos de aluminio sin uniones
